b1,40000
gmgenesis111,3.2926
gugenesis111,1536.0688
gygenesis111,2580.9968
hagenesis111,10000.0066
hegenesis111,40000
geyagenesis1,16823.5733
ge2agenesis1,2.4402
gi3agenesis1,106.5694
gm2qgenesis1,8.1313
gq3agenesis1,20961.6925
gq4agenesis1,900.0361
gq4qgenesis1,1157.8557
guyagenesis1,4.8027
guzqgenesis1,597.2978
gu2agenesis1,173.2552
gu2qgenesis1,1.6624
gu3agenesis1,33.7847
gyyagenesis1,6136.8918
g4yagenesis1,6.0291
ha3qgenesis1,2021.4324
ha4agenesis1,8509.4671
hezqgenesis1,500.9334
he3agenesis1,141.9001
geydogenesis,808.8714
geytmgenesis,20.353
ge2digenesis,1388.4504
ge2dkgenesis,3.3
ge2dmgenesis,611.7185
ge2tagenesis,105
ge3digenesis,201.9355
ge3dmgenesis,1000.5425
ge3tagenesis,9.9905
ge3tegenesis,500
ge4dggenesis,3.0679
ge4dogenesis,168.0305
ge4dsgenesis,378.1324
ge4tmgenesis,3.0346
giydggenesis,4639.7513
giydmgenesis,36.3565
giytigenesis,2.1876
gizdogenesis,10078.5738
giztagenesis,9.917
giztcgenesis,400.0001
giztegenesis,1432.6267
giztsgenesis,63.646
gi2tqgenesis,1.3432
gi3dcgenesis,1.6668
gi3degenesis,1.0001
gi3tggenesis,11044.9001
gi4tagenesis,28137.0502
gi4tkgenesis,2097.8836
gi4tmgenesis,4199.9808
gmydagenesis,2024.4926
gmydcgenesis,20000.3429
gmydigenesis,477.1954
gmydqgenesis,415.9067
gmydsgenesis,560.0001
gmytegenesis,17487.1604
gmzdcgenesis,2009.0487
gmzdsgenesis,17.9448
gmztsgenesis,1.7001
gm2dqgenesis,26.8358
gm2dsgenesis,27.1039
gm2tcgenesis,1.1714
gm2tigenesis,2.2689
gm3dkgenesis,40000
gm3dsgenesis,1.9241
gm3tggenesis,356.2522
gm3togenesis,104.681
gm4dogenesis,100.5001
gqydggenesis,1.2241
gqydmgenesis,4131.2865
gqzdagenesis,10359.5964
gqzdegenesis,804.0785
gqzdggenesis,1001.9742
gqzdqgenesis,2300.3365
gqzdsgenesis,649.056
gqztegenesis,8380.819
gq2tggenesis,52.5512
gq2tsgenesis,40000
gq3dggenesis,13.5037
gq3digenesis,224.8555
gq3tegenesis,384.6151
gq3tqgenesis,5223.4679
gq4dggenesis,310.4901
gq4digenesis,74.4691
gq4dqgenesis,55.503
gq4tegenesis,5.3601
guydegenesis,1.5834
guydigenesis,110.0818
guydqgenesis,160.8371
guytegenesis,750.02
guzdagenesis,12.0289
guzdmgenesis,1.0001
guztigenesis,249.0144
gu2dkgenesis,40000
gu2tegenesis,8.5492
gu2tqgenesis,3192.4864
gu3tigenesis,80.6114
gu3tmgenesis,576.9945
gu3togenesis,2144.1857
gu4dggenesis,306.7945
gu4tcgenesis,306.6945
gu4tggenesis,7124.947
gu4togenesis,613.589
gyytigenesis,61.3589
gyytsgenesis,1383.2991
gyzdcgenesis,13.0498
gyzdggenesis,40000
gyzdogenesis,164.0303
gyzdqgenesis,460.3133
gyztmgenesis,200.8782
gyztqgenesis,6135.8903
gy2togenesis,1.0001
gy2tsgenesis,621.2541
gy3dsgenesis,8321.4112
gy3tcgenesis,1352.5211
gy4tcgenesis,5.1881
gy4tegenesis,2009.6122
g4ydegenesis,2442.8621
g4ydqgenesis,14.3427
g4ydsgenesis,36.3589
g4ytcgenesis,13283.5469
g4ytogenesis,1.2587
g4zdsgenesis,7431.6696
g4ztggenesis,4.4041
g4ztigenesis,40000
g42tigenesis,1.0001
g42tkgenesis,10.6586
g43tagenesis,1.2283
g43tsgenesis,16.8016
g44dggenesis,101.2422
g44tagenesis,3521.8381
g44tcgenesis,18.4077
g44tqgenesis,3.589
g44tsgenesis,22.3001
haydagenesis,20286.5001
haydcgenesis,184.1216
haydigenesis,10075.0478
haydkgenesis,1191.5765
haydogenesis,11986.9249
haytegenesis,626.6898
haytggenesis,10686.1104
hazdggenesis,131.405
hazdqgenesis,74.8001
haztsgenesis,8.7746
ha2dggenesis,3.1168
ha2tegenesis,13.0514
ha2tsgenesis,1.5222
ha3dogenesis,153.3972
ha3tcgenesis,221.4596
ha3tggenesis,4699.5401
ha4degenesis,1.7946
ha4dogenesis,85.8584
ha4tigenesis,299.8923
heydggenesis,65.0874
heydsgenesis,4182.1799
hezdegenesis,400.0001
hezdggenesis,6.7945
heztmgenesis,1400.1645
heztogenesis,1
he2dqgenesis,398.8328
he2tagenesis,411.1752
he2tggenesis,5195.6743
he2togenesis,600.1396
he2tqgenesis,23.7599
he2tsgenesis,2204.0921
he3dcgenesis,11500.5408
he3digenesis,4308.4448
he3dkgenesis,115.8135
he3dmgenesis,3000.7851
he3dogenesis,10.0001
he3tagenesis,1.9001
he3tsgenesis,550.955
he4dggenesis,1.0001
he4digenesis,736.3068
he4dogenesis,44.0303
he4tagenesis,69.3141
he4tcgenesis,96.6403
he4tkgenesis,123.4855
he4tmgenesis,2515.6149
geydanqgenes,71.7132
geydcmygenes,6687.834
geydcnagenes,92.0383
geydcnigenes,110.0812
geydemagenes,1496.869
geydemygenes,232.5508
geydenagenes,923.0112
geydenygenes,1.4155
geydgmigenes,101.8091
geydgnqgenes,302.7573
geydimagenes,1.4303
geydimigenes,200.7945
geydinqgenes,20.4837
geydioagenes,1000.1789
geydkmagenes,3122.3248
geydkmqgenes,321.5908
geydmmagenes,199.9848
geydmmigenes,10004.8026
geydmmygenes,440.3436
geydmnqgenes,450.2597
geydmoigenes,1004.1477
geydomagenes,611.5271
geydonagenes,100.0001
geydsmagenes,301.1297
geytanigenes,582.9095
geytaoagenes,302.546
geytemigenes,146
geyteoagenes,802.5739
geytknqgenes,5424.0802
geytknygenes,65.6274
geytkoigenes,1127.7294
geytmmygenes,158.3278
geytmnygenes,306.7945
geytonagenes,1476.3167
geytqmigenes,500.9095
geytqnagenes,99.7047
geytsmygenes,99.5
geytsnygenes,303.1425
gezdcmagenes,33.2899
gezdcoagenes,3.5971
gezdenigenes,2524.7516
gezdeoigenes,1.8222
gezdgmagenes,21898.1969
gezdgnagenes,1.4001
gezdgnygenes,713.3529
gezdgoigenes,1672.7041
gezdimqgenes,1000.0001
gezdmmqgenes,233.4356
gezdonqgenes,3.3972
gezdqmqgenes,8.4623
gezdqmygenes,1059.4609
gezdqoagenes,778.509
geztcnqgenes,3.6596
geztcoagenes,1054.9179
gezteoagenes,745.6536
geztgnagenes,455.3033
geztinigenes,150
geztioagenes,22.5867
geztkmygenes,66.5796
geztkoagenes,245.4356
geztmoagenes,2000.0184
geztomigenes,2.0361
geztomygenes,510.767
geztqnagenes,3.1666
geztsnygenes,40000
geztsoigenes,93.314
ge2danagenes,1.4367
ge2danqgenes,2299.0344
ge2dcmqgenes,309.5049
ge2dcoigenes,298.3047
ge2dinagenes,32.9647
ge2dkmqgenes,3144.0637
ge2dkmygenes,28.6
ge2dknqgenes,12123.5016
ge2dmmigenes,12000.6846
ge2dmmqgenes,3.6139
ge2donagenes,113.1438
ge2dqmqgenes,200.0128
ge2dqnagenes,743.6862
ge2dsnqgenes,7.1248
ge2tanygenes,2325.1081
ge2taoigenes,2.8224
ge2tcmqgenes,521.5506
ge2tcnagenes,154.3448
ge2tgmagenes,4.8027
ge2tgmigenes,4609.3784
ge2tgmqgenes,423.3654
ge2tgnqgenes,1058.2992
ge2tkmqgenes,904.6696
ge2tmoigenes,183.8704
ge2tonagenes,1.0001
ge2tonigenes,1497.1544
ge2tonygenes,206.7945
ge2tqmqgenes,1.1923
ge2tsnagenes,103.67
ge3damigenes,750.1682
ge3dcoagenes,127.0052
ge3dimigenes,101.2587
ge3dimqgenes,1388.8645
ge3dkmqgenes,3436.1035
ge3dknqgenes,240.1376
ge3dmmagenes,965.7923
ge3dmmigenes,64.839
ge3dmnigenes,402.5821
ge3donigenes,3137.6228
ge3dooagenes,25.2352
ge3dqmigenes,87.3001
ge3dqmygenes,104.9716
ge3dsnigenes,357.6325
ge3dsnqgenes,3.7572
ge3tamagenes,504.4658
ge3tanqgenes,9.7556
ge3tcnagenes,72.6522
ge3tcnygenes,159.908
ge3tcoagenes,233.4202
ge3teoigenes,61.6104
ge3tgmagenes,1767.0261
ge3timagenes,119.6799
ge3tinigenes,3.9638
ge3tioagenes,24.8453
ge3tknygenes,430.8
ge3tomagenes,322.1342
ge3tqmigenes,1202.909
ge3tqoigenes,40000
ge3tsmygenes,175.9838
ge3tsnygenes,153.3972
ge4danagenes,2.7378
ge4danigenes,9.3717
ge4dcmigenes,26.1164
ge4deoagenes,580.2327
ge4dgmigenes,1785.8799
ge4dgmygenes,30.6794
ge4dgnagenes,3.4011
ge4dgnygenes,735.5072
ge4dmmqgenes,21.255
ge4dmmygenes,9.0351
ge4dmnagenes,288.868
ge4domygenes,3726.7334
ge4donagenes,189.589
ge4donygenes,7.6773
ge4dqmigenes,124.0575
ge4dsmygenes,92.0383
ge4tanqgenes,2039.0821
ge4tcnqgenes,50.7878
ge4tcnygenes,144.6992
ge4temagenes,184.406
ge4temqgenes,29.0121
ge4teoagenes,1040.3344
ge4teoigenes,2000.0809
ge4timygenes,223.9576
ge4tkmagenes,3067.945
ge4tknigenes,613.5891
ge4tkoigenes,995.4994
ge4tmnagenes,5729.707
ge4tmnygenes,17.1948
ge4tomagenes,5000.0001
ge4tomqgenes,283.3077
ge4tonagenes,1091.4992
ge4tonigenes,72.3354
ge4tonqgenes,1.1373
ge4tonygenes,697.671
ge4tooigenes,113.7831
ge4tqmqgenes,306.7945
ge4tqnygenes,95.1002
ge4tqoagenes,38181.3345
ge4tsnagenes,17342.4665
ge4tsnqgenes,40000
ge4tsoigenes,6.1359
giydanagenes,611.089
giydanqgenes,2023.3045
giydanygenes,117.33
giydcmigenes,18.3589
giydcmygenes,153.3972
giydcoigenes,1408.2338
giydemagenes,4443.8998
giydenygenes,306.6905
giydgmagenes,200
giydgmigenes,7.3289
giydgmygenes,150.3293
giydgnqgenes,3867.8235
giydgnygenes,451.1524
giydgoagenes,56.7945
giydgoigenes,276.3802
giydimigenes,241.5177
giydinigenes,911.1797
giydkmqgenes,506.9
giydknqgenes,651.3985
giydknygenes,40000
giydmmagenes,430.3262
giydmnagenes,65.1928
giydomigenes,6.1359
giydomygenes,1438.4051
giydqnagenes,1.6054
giydqnigenes,4.7084
giydqoagenes,101.4284
giydsmygenes,10000.0699
giytamqgenes,6135.8899
giytcnygenes,9415.5178
giytcoagenes,22.7062
giytemqgenes,82.8345
giyteoigenes,964.5566
giytgmagenes,266.2152
giytgmygenes,736.3536
giytgnigenes,6399.653
giytgoagenes,2532.7934
giytimagenes,306.7945
giytinagenes,504.7623
giytioigenes,26.1362
giytmmagenes,1503.6913
giytmmigenes,1140.0756
giytmnygenes,675.5569
giytonygenes,5500.704
giytqmagenes,29.7752
giytqmygenes,100.01
giytsnagenes,322.0342
giytsoagenes,34.3287
gizdamqgenes,3.727
gizdaoigenes,1567.945
gizdcmagenes,45.1732
gizdcnigenes,47.3223
gizdcoigenes,101.4969
gizdemqgenes,2.1217
gizdenqgenes,1000
gizdenygenes,10.0089
gizdgnagenes,4187.2609
gizdinagenes,900.3835
gizdinigenes,4.1418
gizdkmqgenes,7.3724
gizdkmygenes,3.3158
gizdknqgenes,704.9997
gizdmoagenes,153.3972
gizdonagenes,8.9796
gizdonqgenes,4228.8895
gizdonygenes,233.3105
gizdooagenes,700
gizdqmqgenes,23006.5193
gizdqoagenes,40000
gizdsmqgenes,2.3068
gizdsnqgenes,153.3972
gizdsoagenes,2.6461
giztanqgenes,1349.8958
giztaoigenes,500.1685
giztcmagenes,483.7057
giztcmigenes,434.0246
giztcnqgenes,162.4973
giztemagenes,2146.8119
giztemqgenes,200
gizteoigenes,2.5733
giztgmigenes,4034.0937
giztgmygenes,10656.7161
giztgnagenes,3.3555
giztimigenes,9074.4294
giztinigenes,4576.7603
giztioagenes,24.5436
giztknigenes,304.7945
giztonagenes,2653.7724
giztooagenes,3000
giztqmygenes,8
giztsnqgenes,306.7945
giztsnygenes,3.0705
gi2damagenes,128.8537
gi2damygenes,5.4303
gi2daoigenes,460.1917
gi2dcnagenes,70.1726
gi2dcoigenes,100.8365
gi2denagenes,18347.6698
gi2denigenes,76.6982
gi2deoigenes,12900.7086
gi2dgnagenes,30.6794
gi2dgnygenes,215.2856
gi2dgoagenes,9.2038
gi2dgoigenes,80.9499
gi2dinygenes,34.1406
gi2dkmigenes,535.3319
gi2dknqgenes,500.9703
gi2dkoigenes,30.6794
gi2dmmagenes,14250.8002
gi2dmmygenes,10004.6744
gi2donagenes,283.0099
gi2donygenes,12578.5744
gi2dooigenes,499.5611
gi2dqnigenes,1.7973
gi2dsnigenes,233.4931
gi2dsnqgenes,4406.8797
gi2tamagenes,40
gi2tamigenes,40000
gi2tcoagenes,24.5436
gi2tcoigenes,1096.3
gi2temigenes,3.0971
gi2temqgenes,17.9001
gi2tenagenes,25.9325
gi2tenqgenes,162.6011
gi2tgmagenes,2.1359
gi2tgnygenes,30.6795
gi2timagenes,6.7945
gi2timqgenes,40000
gi2tinqgenes,4.4863
gi2tioagenes,4703.8349
gi2tkoigenes,33.8096
gi2tmmygenes,1500.1414
gi2tmnagenes,18772.7553
gi2tomagenes,3.4011
gi2tonqgenes,4.643
gi2tooigenes,87.4111
gi2tqmigenes,150.6586
gi2tqmygenes,294.9935
gi2tsoagenes,55.23
gi3damigenes,30000.2006
gi3danigenes,309.8624
gi3dcmygenes,1.0001
gi3dcnigenes,285.5379
gi3dcnqgenes,40000
gi3dcoagenes,257.2247
gi3dcoigenes,306.7945
gi3dgnqgenes,1533.9725
gi3dgnygenes,40000
gi3dimigenes,50.2784
gi3dimygenes,30858.8994
gi3dinigenes,17.6384
gi3dinygenes,20822.3759
gi3dioagenes,103
gi3dmnigenes,2586.4557
gi3dmnqgenes,682.9927
gi3dmoagenes,991.8158
gi3dmoigenes,5306.7948
gi3domagenes,490.8712
gi3domigenes,300.5227
gi3domygenes,381.9558
gi3donygenes,44.1784
gi3dqnigenes,1171.006
gi3dqoagenes,6289.2872
gi3dqoigenes,46.0192
gi3dsmigenes,3066.195
gi3dsmygenes,4.6019
gi3dsoagenes,67.5376
gi3tamigenes,31.5802
gi3tamygenes,3014.6487
gi3tanygenes,575.5431
gi3taoigenes,2563.1504
gi3tcnigenes,1
gi3tcnqgenes,306.7945
gi3temygenes,23109.5047
gi3tenigenes,687.0552
gi3tgmagenes,1118.9246
gi3tinagenes,5435.5466
gi3tkmqgenes,101.6955
gi3tknygenes,848.1411
gi3tkoagenes,3869.9351
gi3tmmygenes,104.3101
gi3tonagenes,16.9125
gi3tonygenes,112.8381
gi3tqmygenes,1022.574
gi3tsnygenes,400.7897
gi4damqgenes,499.3256
gi4dcmigenes,400.7407
gi4dcnagenes,23344.353
gi4dcoagenes,162.6865
gi4dcoigenes,4719.605
gi4demygenes,1.0001
gi4denygenes,1227.1491
gi4dgmagenes,346.7515
gi4dgnagenes,337.4739
gi4dgnigenes,11746.9204
gi4dgnqgenes,1922.7411
gi4dgnygenes,966.8091
gi4dimigenes,613.589
gi4dinagenes,706.7011
gi4dinigenes,122.7178
gi4dinqgenes,306.7945
gi4dkmagenes,3.9625
gi4dkmigenes,3962.871
gi4dkmygenes,500
gi4dkoagenes,4.6997
gi4dkoigenes,613.589
gi4dmmqgenes,920.3835
gi4dmoagenes,1.9175
gi4donigenes,100
gi4donygenes,145.1427
gi4dqnygenes,3764.1463
gi4dsmqgenes,3.0679
gi4dsnagenes,10.4633
gi4dsnigenes,50.1022
